Source,Target,Weight,Type
rmosler2100,Wifione,1,Directed
Nomader,Wifione,1,Directed
Hobit,Wifione,1,Directed
Shawn in Montreal,Wifione,1,Directed
Chromancer,Wifione,1,Directed
Buggie111,Wifione,1,Directed
Taelus,Wifione,1,Directed
Lear's Fool,Wifione,1,Directed
Ronk01,Wifione,1,Directed
WereSpielChequers,Wifione,1,Directed
Efcmagnew,Wifione,1,Directed
Fainites,Wifione,1,Directed
Pdcook,Wifione,1,Directed
Waterfox,Wifione,1,Directed
Anthony Bradbury,Wifione,1,Directed
Pilif12p,Wifione,1,Directed
HJ Mitchell,Wifione,1,Directed
MarmadukePercy,Wifione,1,Directed
Quartermaster,Wifione,1,Directed
Newyorkbrad,Wifione,1,Directed
FeydHuxtable,Wifione,1,Directed
Brewcrewer,Wifione,1,Directed
Wizardman,Wifione,1,Directed
Wolfnix,Wifione,1,Directed
Vianello,Wifione,1,Directed
John,Wifione,1,Directed
Jclemens,Wifione,-1,Directed
Townlake,Wifione,-1,Directed
,Wifione,-1,Directed
Alzarian16,Wifione,-1,Directed
David Fuchs,Wifione,-1,Directed
Pink Bull,Wifione,-1,Directed
Salvio giuliano,Wifione,-1,Directed
WFCforLife,Wifione,-1,Directed
Colonel Warden,Wifione,-1,Directed
White Shadows,Wifione,-1,Directed
BigDom,Wifione,-1,Directed
Vodello,Wifione,-1,Directed
Collect,Wifione,-1,Directed
Xenon54,Wifione,-1,Directed
Malleus Fatuorum,Wifione,-1,Directed
Courcelles,Wifione,-1,Directed
Secret,Wifione,-1,Directed
Plutonium27,Wifione,-1,Directed
Belovedfreak,Wifione,-1,Directed
Jebus989,Wifione,-1,Directed
Terrillja,Wifione,-1,Directed
Atmoz,Wifione,-1,Directed
Jonathunder,Wifione,-1,Directed
Claritas,WOSlinker,1,Directed
Ottawa4ever,WOSlinker,1,Directed
Mentifisto,WOSlinker,1,Directed
Tyrol5,WOSlinker,1,Directed
Themfromspace,WOSlinker,1,Directed
HJ Mitchell,WOSlinker,1,Directed
Diego Grez,WOSlinker,1,Directed
Airplaneman,WOSlinker,1,Directed
Fetchcomms,WOSlinker,1,Directed
Dlohcierekim,WOSlinker,1,Directed
White Shadows,WOSlinker,1,Directed
Salvio giuliano,WOSlinker,1,Directed
Fastily,WOSlinker,1,Directed
Don4of4,WOSlinker,1,Directed
Connormah,WOSlinker,1,Directed
Hokeman,WOSlinker,1,Directed
Richardcavell,WOSlinker,1,Directed
Ktr101,WOSlinker,1,Directed
Bobrayner,WOSlinker,1,Directed
Risker,WOSlinker,1,Directed
TCNSV,WOSlinker,1,Directed
Pichpich,WOSlinker,1,Directed
Inka 888,WOSlinker,1,Directed
Kindzmarauli,WOSlinker,1,Directed
Mkativerata,WOSlinker,1,Directed
Rje,WOSlinker,1,Directed
NSD,WOSlinker,1,Directed
MSGJ,WOSlinker,1,Directed
xeno,WOSlinker,1,Directed
WereSpielChequers,WOSlinker,1,Directed
Master&Expert,WOSlinker,1,Directed
Tony Fox,WOSlinker,1,Directed
Shawn in Montreal,WOSlinker,1,Directed
Tommy2010,WOSlinker,1,Directed
Swarm,WOSlinker,1,Directed
December21st2012Freak,WOSlinker,1,Directed
Atama,WOSlinker,1,Directed
Courcelles,WOSlinker,1,Directed
Keepscases,WOSlinker,1,Directed
Ceranthor,WOSlinker,1,Directed
Pdcook,WOSlinker,1,Directed
Mlpearc,WOSlinker,1,Directed
Newyorkbrad,WOSlinker,1,Directed
FD,WOSlinker,1,Directed
GDonato,WOSlinker,1,Directed
Begoon,WOSlinker,1,Directed
Cirt,WOSlinker,1,Directed
King of Hearts,WOSlinker,1,Directed
TFOWR,WOSlinker,1,Directed
Timotheus Canens,WOSlinker,1,Directed
MC10,WOSlinker,1,Directed
Esteffect,WOSlinker,1,Directed
Rschen7754,WOSlinker,1,Directed
Anthony Bradbury,WOSlinker,1,Directed
Aiken drum,WOSlinker,1,Directed
OlEnglish,WOSlinker,1,Directed
Doc Quintana,WOSlinker,1,Directed
Jusdafax,WOSlinker,1,Directed
BigDom,WOSlinker,1,Directed
Townlake,WOSlinker,1,Directed
Kudpung,WOSlinker,1,Directed
Bencherlite,WOSlinker,1,Directed
RexxS,WOSlinker,1,Directed
Jmlk17,WOSlinker,1,Directed
Eustress,WOSlinker,1,Directed
Plastikspork,WOSlinker,1,Directed
Pink Bull,WOSlinker,1,Directed
AlexiusHoratius,WOSlinker,1,Directed
MBisanz,WOSlinker,1,Directed
Royalbroil,WOSlinker,1,Directed
Ret.Prof,WOSlinker,1,Directed
Salka,WOSlinker,1,Directed
Tryptofish,WOSlinker,1,Directed
SunCreator,WOSlinker,1,Directed
Nolelover,WOSlinker,1,Directed
wiooiw,WOSlinker,1,Directed
Bearian,WOSlinker,1,Directed
Modernist,WOSlinker,1,Directed
Secret,WOSlinker,1,Directed
Polargeo,WOSlinker,1,Directed
Bastique,WOSlinker,1,Directed
Patar knight,WOSlinker,1,Directed
Graeme Bartlett,WOSlinker,1,Directed
Jclemens,WOSlinker,-1,Directed
Hi878,WOSlinker,-1,Directed
YellowMonkey,WOSlinker,-1,Directed
AfD hero,WOSlinker,-1,Directed
Salvio giuliano,07bargem,-1,Directed
Wolfnix,07bargem,-1,Directed
Logan,07bargem,-1,Directed
Acather96,07bargem,-1,Directed
NSD,07bargem,-1,Directed
SoCalSuperEagle,07bargem,-1,Directed
Shirik,1234r00t,-1,Directed
Jarkeld,1234r00t,-1,Directed
Iridescent,1234r00t,-1,Directed
HJ Mitchell,1234r00t,-1,Directed
Rodhullandemu,1234r00t,-1,Directed
LiberalFascist,1234r00t,-1,Directed
Malinaccier,28bytes,1,Directed
Master&Expert,28bytes,1,Directed
Mazca,28bytes,1,Directed
Jclemens,28bytes,1,Directed
SoWhy,28bytes,1,Directed
Ajraddatz,28bytes,1,Directed
Gerda Arendt,28bytes,1,Directed
Derild4921,28bytes,1,Directed
Ultraexactzz,28bytes,1,Directed
Dylan620,28bytes,1,Directed
Wizardman,28bytes,1,Directed
S9,28bytes,1,Directed
Stephen,28bytes,1,Directed
Timotheus Canens,28bytes,1,Directed
Pepper,28bytes,1,Directed
Wayne Slam,28bytes,1,Directed
Krashlandon,28bytes,1,Directed
Royalbroil,28bytes,1,Directed
Pumpmeup,28bytes,1,Directed
Dlohcierekim,28bytes,1,Directed
The Interior,28bytes,1,Directed
NativeForeigner,28bytes,1,Directed
The ed17,28bytes,1,Directed
Chaser,28bytes,1,Directed
Axl,28bytes,1,Directed
Ottawa4ever,28bytes,1,Directed
Minimac,28bytes,1,Directed
Pol430,28bytes,1,Directed
Aiken drum,28bytes,1,Directed
Bearian,28bytes,1,Directed
Fly by Night,28bytes,-1,Directed
HJ Mitchell,28bytes,-1,Directed
Inka 888,28bytes,-1,Directed
Mkativerata,28bytes,-1,Directed
Cirt,28bytes,-1,Directed
MarmadukePercy,28bytes,-1,Directed
The Utahraptor,28bytes,-1,Directed
Jonathunder,28bytes,-1,Directed
Saebvn,28bytes,-1,Directed
Kraftlos,28bytes,-1,Directed
Townlake,28bytes,-1,Directed
Hi878,28bytes,-1,Directed
Fetchcomms,28bytes,-1,Directed
Fastily,28bytes,-1,Directed
MC10,28bytes,-1,Directed
Shadowjams,28bytes,-1,Directed
SilkTork,28bytes,-1,Directed
Ironholds,28bytes,-1,Directed
Hokeman,28bytes,-1,Directed
Lothar von Richthofen,28bytes,-1,Directed
Sven Manguard,28bytes,-1,Directed
Reaper Eternal,28bytes,-1,Directed
Nolelover,28bytes,-1,Directed
Chrism,28bytes,-1,Directed
Pharaoh of the Wizards,Access Denied,1,Directed
DC,Access Denied,1,Directed
Airplaneman,Access Denied,1,Directed
MC10,Access Denied,1,Directed
ADH10,Access Denied,1,Directed
Minimac,Access Denied,1,Directed
intelati,Access Denied,1,Directed
Acather96,Access Denied,1,Directed
Fridae'sDoom,Access Denied,1,Directed
Rahuloof,Access Denied,1,Directed
Kittybrewster,Access Denied,1,Directed
The Utahraptor,Access Denied,1,Directed
Reaper Eternal,Access Denied,1,Directed
FeydHuxtable,Access Denied,1,Directed
ArieScheurwater,Access Denied,1,Directed
Elen of the Roads,Access Denied,1,Directed
DARTH SIDIOUS 2,Access Denied,1,Directed
Guoguo12,Access Denied,1,Directed
Elektrik Band,Access Denied,1,Directed
Sven Manguard,Access Denied,1,Directed
Townlake,Access Denied,-1,Directed
NativeForeigner,Access Denied,-1,Directed
SandyGeorgia,Access Denied,-1,Directed
Goodvac,Access Denied,-1,Directed
Decltype,Access Denied,-1,Directed
Fastily,Access Denied,-1,Directed
MarmadukePercy,Access Denied,-1,Directed
Aiken drum,Access Denied,-1,Directed
Salix alba,Access Denied,-1,Directed
Timotheus Canens,Access Denied,-1,Directed
Parrot of Doom,Access Denied,-1,Directed
Iridescent,Access Denied,-1,Directed
Korruski,Access Denied,-1,Directed
RegentsPark,Access Denied,-1,Directed
Acps110,Access Denied,-1,Directed
X!,Access Denied,-1,Directed
Jebus989,Access Denied,-1,Directed
Hipocrite,Access Denied,-1,Directed
Quartermaster,Access Denied,-1,Directed
Cirt,Access Denied,-1,Directed
Keepscases,Access Denied,-1,Directed
Anthony Bradbury,Access Denied,-1,Directed
Belovedfreak,Access Denied,-1,Directed
The sock that should not be,Access Denied,-1,Directed
Salvio giuliano,Access Denied,-1,Directed
Snottywong,Access Denied,-1,Directed
Black Kite,Access Denied,-1,Directed
Matty the Damned,Access Denied,-1,Directed
Panyd,Access Denied,-1,Directed
Slgrandson,Access Denied,-1,Directed
First Light,Access Denied,-1,Directed
Lothar von Richthofen,Access Denied,-1,Directed
Vodello,Access Denied,-1,Directed
Mono,Access Denied,-1,Directed
Graeme Bartlett,Addihockey10,-1,Directed
Kraftlos,Addihockey10,-1,Directed
Fox,Addihockey10,-1,Directed
Acather96,Addihockey10,-1,Directed
Shimeru,Addihockey10,-1,Directed
Cirt,Addihockey10,-1,Directed
Salvio giuliano,Addihockey10,-1,Directed
Pdcook,Addihockey10,-1,Directed
White Shadows,Addihockey10,-1,Directed
Hokeman,Addihockey10,-1,Directed
Immunize,Addihockey10,-1,Directed
intelati,Addihockey10,1,Directed
Tofutwitch11,Addihockey10,-1,Directed
Ottawa4ever,Addihockey10,-1,Directed
Jclemens,Addihockey10,-1,Directed
Strikerforce,Addihockey10,-1,Directed
Secret,Addihockey10,-1,Directed
Sven Manguard,Addihockey10,-1,Directed
Boing! said Zebedee,Addihockey10,-1,Directed
Inka 888,Addihockey10,-1,Directed
Fastily,Addihockey10,-1,Directed
WereSpielChequers,Addihockey10,-1,Directed
Fetchcomms,Addihockey10,-1,Directed
White Shadows,Addihockey10,-1,Directed
Salvio giuliano,Addihockey10,-1,Directed
Netalarm,Addihockey10,-1,Directed
Badger Drink,Addihockey10,-1,Directed
Ronk01,Addihockey10,-1,Directed
Bwilkins,Addihockey10,-1,Directed
Armbrust,Addihockey10,-1,Directed
Hokeman,Addihockey10,-1,Directed
MC10,Addihockey10,-1,Directed
Smithers7,Adyniz,1,Directed
Ret.Prof,Adyniz,1,Directed
Beeblebrox,Adyniz,-1,Directed
Bradjamesbrown,Adyniz,-1,Directed
,Adyniz,-1,Directed
Rschen7754,Adyniz,-1,Directed
Sphilbrick,Adyniz,-1,Directed
AussieLegend,Adyniz,-1,Directed
OlEnglish,Adyniz,-1,Directed
SluggoOne,Adyniz,-1,Directed
Newyorkbrad,Aiken drum,1,Directed
Alzarian16,Aiken drum,1,Directed
Wayne Olajuwon,Aiken drum,1,Directed
Gordonrox24,Aiken drum,1,Directed
PhilKnight,Aiken drum,1,Directed
X!,Aiken drum,1,Directed
Secret,Aiken drum,1,Directed
wiooiw,Aiken drum,1,Directed
Diego Grez,Aiken drum,1,Directed
Mkativerata,Aiken drum,1,Directed
NSD,Aiken drum,1,Directed
Wehwalt,Aiken drum,1,Directed
xeno,Aiken drum,1,Directed
Minimac,Aiken drum,1,Directed
Puffin,Aiken drum,1,Directed
SandyGeorgia,Aiken drum,-1,Directed
Access Denied,Aiken drum,-1,Directed
Malleus Fatuorum,Aiken drum,-1,Directed
Ultraexactzz,Aiken drum,-1,Directed
Alpha Quadrant,Aiken drum,-1,Directed
Boing! said Zebedee,Aiken drum,-1,Directed
Fastily,Aiken drum,-1,Directed
Inka 888,Aiken drum,-1,Directed
Tofutwitch11,Aiken drum,-1,Directed
Fetchcomms,Aiken drum,-1,Directed
Elen of the Roads,Aiken drum,-1,Directed
Hokeman,Aiken drum,-1,Directed
Vodello,Aiken drum,-1,Directed
Nolelover,Aiken drum,-1,Directed
Slgrandson,Aiken drum,-1,Directed
Sven Manguard,Aiken drum,-1,Directed
MC10,Aiken drum,-1,Directed
White Shadows,Aiken drum,-1,Directed
Parrot of Doom,Aiken drum,-1,Directed
Cirt,Aiken drum,-1,Directed
Ret.Prof,Aiken drum,-1,Directed
Salvio giuliano,Aiken drum,-1,Directed
Badger Drink,Aiken drum,-1,Directed
Special Cases,Aiken drum,-1,Directed
Kraftlos,Aiken drum,-1,Directed
MJ94,Aiken drum,-1,Directed
Jeffwang16,Aiken drum,-1,Directed
NSD,Airplaneman,1,Directed
PrincessofLlyr,Airplaneman,1,Directed
Mlpearc,Airplaneman,1,Directed
Stillwaterising,Airplaneman,1,Directed
RP459,Airplaneman,1,Directed
Katerenka,Airplaneman,1,Directed
Shawn in Montreal,Airplaneman,1,Directed
Brambleclawx,Airplaneman,1,Directed
Mkativerata,Airplaneman,1,Directed
iBen,Airplaneman,1,Directed
Ktr101,Airplaneman,1,Directed
Shadowjams,Airplaneman,1,Directed
Boing! said Zebedee,Airplaneman,1,Directed
Pmlineditor,Airplaneman,1,Directed
Belugaboy,Airplaneman,1,Directed
Royalbroil,Airplaneman,1,Directed
Nascar1996,Airplaneman,1,Directed
Polargeo,Airplaneman,1,Directed
A Nobody,Airplaneman,1,Directed
Doc Quintana,Airplaneman,1,Directed
Cloudbound,Airplaneman,1,Directed
True Pagan Warrior,Airplaneman,1,Directed
Pharaoh of the Wizards,Airplaneman,1,Directed
harej,Airplaneman,1,Directed
Dlohcierekim,Airplaneman,1,Directed
Ret.Prof,Airplaneman,1,Directed
RadManCF,Airplaneman,1,Directed
Soap,Airplaneman,1,Directed
Keepscases,Airplaneman,-1,Directed
NuclearWarfare,Airplaneman,-1,Directed
,Airplaneman,-1,Directed
Graeme Bartlett,Airplaneman,-1,Directed
PeterSymonds,Airplaneman,-1,Directed
Wisdom89,Airplaneman,-1,Directed
Shirik,Airplaneman,-1,Directed
Coffee,Airplaneman,-1,Directed
GlassCobra,Airplaneman,-1,Directed
,Airplaneman,-1,Directed
A Stop at Willoughby,Airplaneman,-1,Directed
Starblind,Airplaneman,-1,Directed
Fastily,Airplaneman,-1,Directed
Majoreditor,Airplaneman,-1,Directed
HJ Mitchell,Airplaneman,-1,Directed
SilkTork,Airplaneman,-1,Directed
Cirt,Airplaneman,-1,Directed
Atmoz,Airplaneman,-1,Directed
Atama,Airplaneman,-1,Directed
Bradjamesbrown,Airplaneman,-1,Directed
Beeblebrox,Airplaneman,-1,Directed
Master&Expert,Alan16,1,Directed
WereSpielChequers,Alan16,1,Directed
SpacemanSpiff,Alan16,1,Directed
FeydHuxtable,Alan16,1,Directed
ChildofMidnight,Alan16,1,Directed
Lankiveil,Alan16,1,Directed
Keepscases,Alan16,-1,Directed
Wisdom89,Alan16,-1,Directed
SluggoOne,Alan16,-1,Directed
TreasuryTag,Alan16,-1,Directed
WOSlinker,Alan16,-1,Directed
Fastily,Alan16,-1,Directed
Polargeo,Alan16,-1,Directed
Soap,Alan16,-1,Directed
Bradjamesbrown,Alan16,-1,Directed
Giants27,Alan16,-1,Directed
Cocytus,Alan16,-1,Directed
Wizardman,Alan16,-1,Directed
RP459,Alan16,-1,Directed
Sphilbrick,Alan16,-1,Directed
Acalamari,Alan16,-1,Directed
MisterWiki,Alan16,-1,Directed
Fetchcomms,Alan16,-1,Directed
Coldplay Expert,Alan16,-1,Directed
Ktr101,Alan16,-1,Directed
December21st2012Freak,Alan16,-1,Directed
Kraftlos,Alan16,-1,Directed
Wayne Olajuwon,Alansohn,1,Directed
Eagles247,Alansohn,1,Directed
Download,Alansohn,1,Directed
Soap,Alansohn,1,Directed
wiooiw,Alansohn,1,Directed
Master&Expert,Alansohn,1,Directed
The Utahraptor,Alansohn,1,Directed
Hi878,Alansohn,1,Directed
NSD,Alansohn,1,Directed
Access Denied,Alansohn,1,Directed
Gfoley4,Alansohn,1,Directed
intelati,Alansohn,1,Directed
Hokeman,Alansohn,1,Directed
Derild4921,Alansohn,1,Directed
Wehwalt,Alansohn,1,Directed
Tommy2010,Alansohn,1,Directed
Editorofthewiki,Alansohn,1,Directed
Secret,Alansohn,1,Directed
Casliber,Alansohn,1,Directed
Pink Bull,Alansohn,1,Directed
MC10,Alansohn,1,Directed
Lambanog,Alansohn,1,Directed
Brewcrewer,Alansohn,1,Directed
Snottywong,Alansohn,1,Directed
Collect,Alansohn,1,Directed
Regent of the Seatopians,Alansohn,1,Directed
Neutron,Alansohn,1,Directed
Special Cases,Alansohn,1,Directed
Diego Grez,Alansohn,1,Directed
Zagalejo,Alansohn,1,Directed
Jusdafax,Alansohn,1,Directed
Orlady,Alansohn,1,Directed
Epeefleche,Alansohn,1,Directed
Hobit,Alansohn,1,Directed
Mbz1,Alansohn,1,Directed
Polaron,Alansohn,1,Directed
Wizardman,Alansohn,1,Directed
Jayjg,Alansohn,1,Directed
S Marshall,Alansohn,1,Directed
SandyGeorgia,Alansohn,-1,Directed
Fastily,Alansohn,-1,Directed
Dreadstar,Alansohn,-1,Directed
Fetchcomms,Alansohn,-1,Directed
Strange Passerby,Alansohn,-1,Directed
Vodello,Alansohn,-1,Directed
Tofutwitch11,Alansohn,-1,Directed
Reyk,Alansohn,-1,Directed
Malleus Fatuorum,Alansohn,-1,Directed
Steven Walling,Alansohn,-1,Directed
Elekhh,Alansohn,-1,Directed
IGeMiNix,Alansohn,-1,Directed
Chick Bowen,Alansohn,-1,Directed
Sandstein,Alansohn,-1,Directed
White Shadows,Alansohn,-1,Directed
Cirt,Alansohn,-1,Directed
Kbdank71,Alansohn,-1,Directed
Robofish,Alansohn,-1,Directed
PhilKnight,Alansohn,-1,Directed
Ronk01,Alansohn,-1,Directed
Postdlf,Alansohn,-1,Directed
Salvio giuliano,Alansohn,-1,Directed
Littleolive oil,Alansohn,-1,Directed
Starblind,Alansohn,-1,Directed
Nakon,Alansohn,-1,Directed
Boing! said Zebedee,Alansohn,-1,Directed
Rschen7754,Alansohn,-1,Directed
Avenue,Alansohn,-1,Directed
Sven Manguard,Alansohn,-1,Directed
Ret.Prof,Alansohn,-1,Directed
Inka 888,Alansohn,-1,Directed
Plutonium27,Alansohn,-1,Directed
Minimac,Alansohn,-1,Directed
Djsasso,Alansohn,-1,Directed
DeltaQuad.alt,Alansohn,-1,Directed
MJ94,Alansohn,-1,Directed
Qwyrxian,Alansohn,-1,Directed
JamesBWatson,Alansohn,-1,Directed
Spartaz,Alansohn,-1,Directed
Saebvn,Alansohn,-1,Directed
Dwayne,Alansohn,-1,Directed
Mkativerata,Alansohn,-1,Directed
Axl,Alansohn,-1,Directed
Hipocrite,Alansohn,-1,Directed
DragonflySixtyseven,Alansohn,-1,Directed
Tiptoety,Alansohn,-1,Directed
Xxanthippe,Alansohn,-1,Directed
Townlake,Alansohn,-1,Directed
OlEnglish,Alansohn,-1,Directed
KeptSouth,Alansohn,-1,Directed
Panyd,Alansohn,-1,Directed
Fridae'sDoom,Alansohn,-1,Directed
Kraftlos,Alansohn,-1,Directed
RP459,Alansohn,-1,Directed
Cindamuse,Alansohn,-1,Directed
"Perseus, Son of Zeus",Alansohn,-1,Directed
Chaser,alexsautographs,-1,Directed
Icewedge,alexsautographs,-1,Directed
Camw,alexsautographs,-1,Directed
Rymich13,alexsautographs,-1,Directed
WarthogDemon,alexsautographs,-1,Directed
DC,alexsautographs,-1,Directed
Mkativerata,alexsautographs,-1,Directed
ArcAngel,alexsautographs,-1,Directed
Smithers7,alexsautographs,-1,Directed
Timotheus Canens,alexsautographs,-1,Directed
Shirik,alexsautographs,-1,Directed
Aditya,alexsautographs,-1,Directed
The Thing That Should Not Be,alexsautographs,-1,Directed
JulieSpaulding,alexsautographs,-1,Directed
TreasuryTag,alexsautographs,-1,Directed
Fastily,alexsautographs,-1,Directed
Themfromspace,alexsautographs,-1,Directed
Cirt,alexsautographs,-1,Directed
Keepscases,Alexsautographs,1,Directed
Bradjamesbrown,Alexsautographs,-1,Directed
SluggoOne,Alexsautographs,-1,Directed
Shereth,Alexsautographs,-1,Directed
Nsk92,Alexsautographs,-1,Directed
Dylan620,Alexsautographs,-1,Directed
Beeblebrox,Alexsautographs,-1,Directed
Mkativerata,Alexsautographs,-1,Directed
Dusti,Alexsautographs,-1,Directed
FeydHuxtable,Ankitbhatt,1,Directed
BigDom,Ankitbhatt,-1,Directed
Fox,Ankitbhatt,-1,Directed
Shadowjams,Ankitbhatt,-1,Directed
Boing! said Zebedee,Ankitbhatt,-1,Directed
Kraftlos,Ankitbhatt,-1,Directed
Polargeo,Ankitbhatt,-1,Directed
Cirt,Ankitbhatt,-1,Directed
SarekOfVulcan,Ankitbhatt,-1,Directed
Wifione,Ankitbhatt,-1,Directed
WFCforLife,ArcAngel,1,Directed
Kansan,ArcAngel,1,Directed
Tommy2010,ArcAngel,1,Directed
Hiberniantears,ArcAngel,1,Directed
Phantomsteve,ArcAngel,-1,Directed
RadManCF,ArcAngel,-1,Directed
Fetchcomms,ArcAngel,-1,Directed
Salvio giuliano,ArcAngel,-1,Directed
Jack,ArcAngel,-1,Directed
Cirt,ArcAngel,-1,Directed
White Shadows,ArcAngel,-1,Directed
Majoreditor,ArcAngel,-1,Directed
Shadowjams,ArcAngel,-1,Directed
Jusdafax,ArcAngel,-1,Directed
Axl,ArcAngel,-1,Directed
Courcelles,ArcAngel,-1,Directed
Minimac,ArcAngel,-1,Directed
Fastily,ArcAngel,-1,Directed
Immunize,ArcAngel,-1,Directed
Dwayne,ArcAngel,-1,Directed
Vodello,ArcAngel,-1,Directed
Fbifriday,ArcAngel,-1,Directed
Mlpearc,ArcAngel,-1,Directed
Kraftlos,ArcAngel,-1,Directed
Rje,ArcAngel,-1,Directed
Kudpung,ArcAngel,-1,Directed
Inka 888,Armbrust,1,Directed
Pharaoh of the Wizards,Armbrust,1,Directed
Minimac,Armbrust,1,Directed
OlEnglish,Armbrust,1,Directed
Off2riorob,Armbrust,1,Directed
Alpha Quadrant,Armbrust,1,Directed
Access Denied,Armbrust,1,Directed
Gordonrox24,Armbrust,1,Directed
Fridae'sDoom,Armbrust,1,Directed
White Shadows,Armbrust,1,Directed
Derild4921,Armbrust,1,Directed
Kraftlos,Armbrust,1,Directed
Quartermaster,Armbrust,1,Directed
Ret.Prof,Armbrust,1,Directed
Ottawa4ever,Armbrust,1,Directed
wiooiw,Armbrust,1,Directed
Mkativerata,Armbrust,-1,Directed
,Armbrust,-1,Directed
Giftiger wunsch,Armbrust,-1,Directed
Salvio giuliano,Armbrust,-1,Directed
Protector of Wiki,Armbrust,-1,Directed
Vodello,Armbrust,-1,Directed
Mlpearc,Armbrust,-1,Directed
Kudpung,Armbrust,-1,Directed
Townlake,Armbrust,-1,Directed
Hiberniantears,Armbrust,-1,Directed
Boing! said Zebedee,Armbrust,-1,Directed
Pedro,Armbrust,-1,Directed
Fastily,Armbrust,-1,Directed
KnowIG,Armbrust,-1,Directed
Matty the Damned,Armbrust,-1,Directed
Bobrayner,Armbrust,-1,Directed
Nomader,Armbrust,-1,Directed
Stephen,Armbrust,-1,Directed
Panyd,Armbrust,-1,Directed
Shawn in Montreal,Armbrust,-1,Directed
Chzz,Armbrust,-1,Directed
Reyk,barts1a,1,Directed
Either way,barts1a,-1,Directed
Boing! said Zebedee,barts1a,-1,Directed
Armbrust,barts1a,-1,Directed
Minimac,barts1a,-1,Directed
Ultraexactzz,barts1a,-1,Directed
Fridae'sDoom,barts1a,-1,Directed
Quartermaster,barts1a,-1,Directed
NSD,barts1a,-1,Directed
Townlake,barts1a,-1,Directed
Sphilbrick,barts1a,-1,Directed
シ,barts1a,-1,Directed
Ryan Postlethwaite,BigDom,1,Directed
Buggie111,BigDom,1,Directed
The High Fin Sperm Whale,BigDom,1,Directed
NSD,BigDom,1,Directed
PhilKnight,BigDom,1,Directed
Juliancolton,BigDom,1,Directed
Pharaoh of the Wizards,BigDom,1,Directed
Dlohcierekim,BigDom,1,Directed
Ktr101,BigDom,1,Directed
Useight,BigDom,1,Directed
Keepscases,BigDom,1,Directed
Swarm,BigDom,1,Directed
Bearian,BigDom,1,Directed
Thebirdlover,BigDom,1,Directed
Airplaneman,BigDom,1,Directed
Majoreditor,BigDom,1,Directed
RayAYang,BigDom,1,Directed
Icewedge,BigDom,1,Directed
FeydHuxtable,BigDom,1,Directed
Camw,BigDom,1,Directed
Kraftlos,BigDom,1,Directed
Nsk92,BigDom,1,Directed
Urban Fox,BigDom,1,Directed
Andromedabluesphere440,BigDom,1,Directed
Wisdom89,BigDom,1,Directed
Fetchcomms,BigDom,1,Directed
sulmues,BigDom,1,Directed
Polargeo,BigDom,1,Directed
Minimac,BigDom,1,Directed
John,BigDom,1,Directed
Axl,BigDom,1,Directed
Mazca,BigDom,1,Directed
Stifle,BigDom,1,Directed
Atmoz,BigDom,1,Directed
DustFormsWords,BigDom,1,Directed
GeneralCheese,BigDom,1,Directed
Hobit,BigDom,1,Directed
Hersfold,BigDom,1,Directed
Moogwrench,BigDom,1,Directed
Craftyminion,BigDom,1,Directed
MSGJ,BigDom,1,Directed
Boing! said Zebedee,BigDom,1,Directed
Brewcrewer,BigDom,1,Directed
Ret.Prof,BigDom,1,Directed
JimMillerJr,BigDom,1,Directed
Colonel Warden,BigDom,-1,Directed
RP459,BigDom,-1,Directed
Ironholds,BigDom,-1,Directed
NuclearWarfare,BigDom,-1,Directed
Kudpung,BigDom,-1,Directed
Kevin,BigDom,-1,Directed
Mkativerata,BigDom,-1,Directed
Fred the Oyster,BigDom,-1,Directed
Bali ultimate,BigDom,-1,Directed
BLGM5,BigDom,-1,Directed
Hipocrite,BigDom,-1,Directed
MichaelQSchmidt,BigDom,-1,Directed
Fastily,BigDom,-1,Directed
December21st2012Freak,BigDom,-1,Directed
AniMate,BigDom,-1,Directed
Shadowjams,BigDom,-1,Directed
Coffee,BigDom,-1,Directed
Collect,BigDom,-1,Directed
Shereth,BigDom,-1,Directed
Warrah,BigDom,-1,Directed
Phantomsteve,BigDom,-1,Directed
Struway2,BigDom,-1,Directed
Cirt,BigDom,-1,Directed
Carrite,BigDom,-1,Directed
WereSpielChequers,BigDom,-1,Directed
7,Blanchardb,1,Directed
NSD,Blanchardb,1,Directed
Ceranthor,Blanchardb,1,Directed
Dlohcierekim,Blanchardb,1,Directed
OlEnglish,Blanchardb,1,Directed
The High Fin Sperm Whale,Blanchardb,1,Directed
Giants27,Blanchardb,1,Directed
RP459,Blanchardb,1,Directed
Fetchcomms,Blanchardb,1,Directed
7OA,Blanchardb,1,Directed
Ktr101,Blanchardb,1,Directed
Kubigula,Blanchardb,1,Directed
Dank,Blanchardb,1,Directed
RayAYang,Blanchardb,1,Directed
Minimac,Blanchardb,1,Directed
Pedro,Blanchardb,1,Directed
Andromedabluesphere440,Blanchardb,1,Directed
IShadowed,Blanchardb,1,Directed
Stifle,Blanchardb,1,Directed
Jarkeld,Blanchardb,1,Directed
S Marshall,Blanchardb,1,Directed
Shirik,Blanchardb,1,Directed
RadManCF,Blanchardb,1,Directed
Mazca,Blanchardb,1,Directed
Excirial,Blanchardb,1,Directed
Atmoz,Blanchardb,1,Directed
Mentifisto,Blanchardb,1,Directed
Aiken drum,Blanchardb,1,Directed
